mp_id,cif_path,bandgap_pbe
mp-1206367,data_raw/mp-1206367.cif,0.0
mp-1206753,data_raw/mp-1206753.cif,0.0
mp-1206996,data_raw/mp-1206996.cif,0.0
mp-19944,data_raw/mp-19944.cif,0.0
mp-20273,data_raw/mp-20273.cif,0.0
mp-21135,data_raw/mp-21135.cif,0.0
mp-28166,data_raw/mp-28166.cif,0.8913000000000001
mp-28171,data_raw/mp-28171.cif,1.0284
mp-28593,data_raw/mp-28593.cif,4.277500000000001
mp-28602,data_raw/mp-28602.cif,2.0299
mp-29241,data_raw/mp-29241.cif,0.0
mp-29242,data_raw/mp-29242.cif,0.0
mp-29243,data_raw/mp-29243.cif,0.0
mp-30055,data_raw/mp-30055.cif,0.3851
mp-4405,data_raw/mp-4405.cif,0.19789999999999902
mp-754892,data_raw/mp-754892.cif,0.47940000000000005
mp-754940,data_raw/mp-754940.cif,0.0
mp-7961,data_raw/mp-7961.cif,0.0
mp-9200,data_raw/mp-9200.cif,0.5612
mp-9721,data_raw/mp-9721.cif,0.0
mp-985585,data_raw/mp-985585.cif,4.9291
mp-985586,data_raw/mp-985586.cif,1.8815
mp-752824,data_raw/mp-752824.cif,3.2589
mp-675156,data_raw/mp-675156.cif,0.0
mp-760338,data_raw/mp-760338.cif,2.2258
mp-1189731,data_raw/mp-1189731.cif,3.088899999999999
mp-27277,data_raw/mp-27277.cif,4.4681
mp-2766955,data_raw/mp-2766955.cif,5.3414
mp-753611,data_raw/mp-753611.cif,4.5483
mp-759725,data_raw/mp-759725.cif,3.0935
mp-673798,data_raw/mp-673798.cif,1.0264
mp-626534,data_raw/mp-626534.cif,3.7763
mp-781081,data_raw/mp-781081.cif,3.1125
mp-546285,data_raw/mp-546285.cif,0.8196000000000001
mp-760313,data_raw/mp-760313.cif,2.2205
mp-760367,data_raw/mp-760367.cif,2.6463
mp-1223812,data_raw/mp-1223812.cif,0.9897
mp-11649,data_raw/mp-11649.cif,0.5122
mp-1183521,data_raw/mp-1183521.cif,0.06999999999999901
mp-17833,data_raw/mp-17833.cif,0.15300000000000002
mp-2015815,data_raw/mp-2015815.cif,4.4928
mp-22938,data_raw/mp-22938.cif,2.8945
mp-27714,data_raw/mp-27714.cif,6.7458
mp-30949,data_raw/mp-30949.cif,0.4234
mp-30950,data_raw/mp-30950.cif,0.31880000000000003
mp-558645,data_raw/mp-558645.cif,3.0735
mp-562420,data_raw/mp-562420.cif,1.6127999999999991
mp-572291,data_raw/mp-572291.cif,1.0785
mp-755363,data_raw/mp-755363.cif,0.421699999999999
mp-755428,data_raw/mp-755428.cif,1.223399999999999
mp-756979,data_raw/mp-756979.cif,0.9366999999999991
mp-18927,data_raw/mp-18927.cif,0.0
mp-754919,data_raw/mp-754919.cif,3.033
mp-761122,data_raw/mp-761122.cif,3.8907
mp-1101316,data_raw/mp-1101316.cif,2.7903000000000002
mp-1101381,data_raw/mp-1101381.cif,1.4495
mp-1101450,data_raw/mp-1101450.cif,2.0803
mp-1205330,data_raw/mp-1205330.cif,0.056599999999999005
mp-17193,data_raw/mp-17193.cif,0.14019999999999902
mp-3216524,data_raw/mp-3216524.cif,0.0
mp-3216596,data_raw/mp-3216596.cif,0.0
mp-31703,data_raw/mp-31703.cif,2.1933
mp-753525,data_raw/mp-753525.cif,3.2329
mp-761177,data_raw/mp-761177.cif,3.0386
mp-762371,data_raw/mp-762371.cif,3.9131
mp-625521,data_raw/mp-625521.cif,4.417
mp-753808,data_raw/mp-753808.cif,0.0
mp-1101047,data_raw/mp-1101047.cif,0.0
mp-1173585,data_raw/mp-1173585.cif,2.7742
mp-1178894,data_raw/mp-1178894.cif,0.009399999999999001
mp-1179315,data_raw/mp-1179315.cif,3.2315
mp-1180213,data_raw/mp-1180213.cif,0.0
mp-1180278,data_raw/mp-1180278.cif,1.202199999999999
mp-1182285,data_raw/mp-1182285.cif,1.1031
mp-1182337,data_raw/mp-1182337.cif,0.17270000000000002
mp-1244876,data_raw/mp-1244876.cif,0.7842
mp-1244905,data_raw/mp-1244905.cif,0.094199999999999
mp-1245072,data_raw/mp-1245072.cif,0.47850000000000004
mp-1245144,data_raw/mp-1245144.cif,0.44070000000000004
mp-1245147,data_raw/mp-1245147.cif,0.480199999999999
mp-1245179,data_raw/mp-1245179.cif,0.42550000000000004
mp-1245204,data_raw/mp-1245204.cif,0.6733
mp-1245260,data_raw/mp-1245260.cif,0.387
mp-1248478,data_raw/mp-1248478.cif,0.0
mp-1272234,data_raw/mp-1272234.cif,0.7645000000000001
mp-1272753,data_raw/mp-1272753.cif,0.673899999999999
mp-1277045,data_raw/mp-1277045.cif,1.151399999999999
mp-1337287,data_raw/mp-1337287.cif,0.0
mp-1370790,data_raw/mp-1370790.cif,0.0
mp-1372548,data_raw/mp-1372548.cif,0.0
mp-1373421,data_raw/mp-1373421.cif,0.0
mp-1375284,data_raw/mp-1375284.cif,0.0
mp-1376270,data_raw/mp-1376270.cif,0.0
mp-23487,data_raw/mp-23487.cif,2.7868
mp-2767672,data_raw/mp-2767672.cif,3.0097
mp-2901869,data_raw/mp-2901869.cif,2.2342
mp-33932,data_raw/mp-33932.cif,2.6221
mp-531689,data_raw/mp-531689.cif,1.4963
mp-551451,data_raw/mp-551451.cif,1.6259000000000001
mp-561374,data_raw/mp-561374.cif,3.152199999999999
mp-562987,data_raw/mp-562987.cif,0.8024
mp-625407,data_raw/mp-625407.cif,2.1077
mp-626528,data_raw/mp-626528.cif,2.531
mp-626536,data_raw/mp-626536.cif,0.0005
mp-627119,data_raw/mp-627119.cif,0.6363
mp-627684,data_raw/mp-627684.cif,0.32219999999999904
mp-644369,data_raw/mp-644369.cif,0.10109999999999901
mp-655586,data_raw/mp-655586.cif,0.0
mp-662523,data_raw/mp-662523.cif,3.174
mp-673347,data_raw/mp-673347.cif,0.0
mp-674297,data_raw/mp-674297.cif,2.571399999999999
mp-674361,data_raw/mp-674361.cif,2.9621
mp-675030,data_raw/mp-675030.cif,2.3354
mp-675069,data_raw/mp-675069.cif,3.0192
mp-675625,data_raw/mp-675625.cif,3.0629
mp-676280,data_raw/mp-676280.cif,3.4067
mp-676536,data_raw/mp-676536.cif,0.186199999999999
mp-676694,data_raw/mp-676694.cif,2.9794
mp-676865,data_raw/mp-676865.cif,1.4284000000000001
mp-677054,data_raw/mp-677054.cif,0.0
mp-685413,data_raw/mp-685413.cif,0.0
mp-686057,data_raw/mp-686057.cif,3.0381
mp-690546,data_raw/mp-690546.cif,2.2715
mp-694948,data_raw/mp-694948.cif,0.0
mp-696871,data_raw/mp-696871.cif,3.581899999999999
mp-698587,data_raw/mp-698587.cif,1.708199999999999
mp-730333,data_raw/mp-730333.cif,0.0
mp-753428,data_raw/mp-753428.cif,0.0
mp-753988,data_raw/mp-753988.cif,1.315
mp-754022,data_raw/mp-754022.cif,0.8939
mp-754036,data_raw/mp-754036.cif,1.3624
mp-755281,data_raw/mp-755281.cif,0.029799999999999
mp-756083,data_raw/mp-756083.cif,0.0
mp-757023,data_raw/mp-757023.cif,1.345499999999999
mp-757636,data_raw/mp-757636.cif,0.9550000000000001
mp-758727,data_raw/mp-758727.cif,0.0
mp-759744,data_raw/mp-759744.cif,0.0017000000000000001
mp-770778,data_raw/mp-770778.cif,1.3901000000000001
mp-770779,data_raw/mp-770779.cif,1.680699999999999
mp-770843,data_raw/mp-770843.cif,0.0
mp-770849,data_raw/mp-770849.cif,1.4095
mp-802021,data_raw/mp-802021.cif,0.0
mp-803450,data_raw/mp-803450.cif,0.0
mp-806062,data_raw/mp-806062.cif,0.0
mp-806072,data_raw/mp-806072.cif,0.0
mp-807999,data_raw/mp-807999.cif,0.0
mp-861324,data_raw/mp-861324.cif,0.0
mp-868005,data_raw/mp-868005.cif,2.1227
mp-1078398,data_raw/mp-1078398.cif,0.0609
mp-1078670,data_raw/mp-1078670.cif,0.0
mp-1079050,data_raw/mp-1079050.cif,2.692999999999999
mp-1084760,data_raw/mp-1084760.cif,0.3587
mp-1178874,data_raw/mp-1178874.cif,2.071399999999999
mp-1181394,data_raw/mp-1181394.cif,0.12760000000000002
mp-1182237,data_raw/mp-1182237.cif,0.0
mp-1182642,data_raw/mp-1182642.cif,0.7079000000000001
mp-1193602,data_raw/mp-1193602.cif,0.0
mp-1340624,data_raw/mp-1340624.cif,0.0
mp-1342178,data_raw/mp-1342178.cif,0.5657000000000001
mp-1348382,data_raw/mp-1348382.cif,0.3548
mp-1639105,data_raw/mp-1639105.cif,0.0
mp-20178,data_raw/mp-20178.cif,0.029300000000000003
mp-20716,data_raw/mp-20716.cif,2.8909000000000002
mp-21190,data_raw/mp-21190.cif,3.2251
mp-23022,data_raw/mp-23022.cif,5.4717
mp-2506699,data_raw/mp-2506699.cif,4.4436
mp-25096,data_raw/mp-25096.cif,0.3548
mp-2767096,data_raw/mp-2767096.cif,3.5471
mp-3395,data_raw/mp-3395.cif,3.7027
mp-34195,data_raw/mp-34195.cif,4.354299999999999
mp-36903,data_raw/mp-36903.cif,2.976499999999999
mp-5431,data_raw/mp-5431.cif,2.7149
mp-545482,data_raw/mp-545482.cif,1.0589
mp-550781,data_raw/mp-550781.cif,0.0
mp-561489,data_raw/mp-561489.cif,1.1676
mp-6989,data_raw/mp-6989.cif,3.886599999999999
mp-7492,data_raw/mp-7492.cif,4.002199999999999
mp-755177,data_raw/mp-755177.cif,0.08659999999999901
mp-755605,data_raw/mp-755605.cif,4.055400000000001
mp-768307,data_raw/mp-768307.cif,4.4264
mp-779389,data_raw/mp-779389.cif,5.5682
mp-27144,data_raw/mp-27144.cif,3.6726
mp-756246,data_raw/mp-756246.cif,0.0509
mp-1080184,data_raw/mp-1080184.cif,0.7893000000000001
mp-1176521,data_raw/mp-1176521.cif,0.00019999999999900002
mp-1180705,data_raw/mp-1180705.cif,0.0
mp-1181286,data_raw/mp-1181286.cif,0.0
mp-1193035,data_raw/mp-1193035.cif,1.6433
mp-1223439,data_raw/mp-1223439.cif,3.3136
mp-1273769,data_raw/mp-1273769.cif,0.0
mp-1283250,data_raw/mp-1283250.cif,1.1424
mp-1542758,data_raw/mp-1542758.cif,1.3088
mp-17272,data_raw/mp-17272.cif,0.9590000000000001
mp-20461,data_raw/mp-20461.cif,0.19340000000000002
mp-2234285,data_raw/mp-2234285.cif,1.3274
mp-22942,data_raw/mp-22942.cif,0.0
mp-2647164,data_raw/mp-2647164.cif,4.8023
mp-3033,data_raw/mp-3033.cif,3.5412
mp-33746,data_raw/mp-33746.cif,4.2823
mp-542897,data_raw/mp-542897.cif,0.0
mp-546684,data_raw/mp-546684.cif,0.8236000000000001
mp-676020,data_raw/mp-676020.cif,4.0287
mp-752790,data_raw/mp-752790.cif,0.1985
mp-754098,data_raw/mp-754098.cif,2.0933
mp-755559,data_raw/mp-755559.cif,3.4857
mp-756050,data_raw/mp-756050.cif,1.5612
mp-756063,data_raw/mp-756063.cif,2.8197
mp-756951,data_raw/mp-756951.cif,2.9459
mp-761189,data_raw/mp-761189.cif,0.0
mp-770932,data_raw/mp-770932.cif,2.8255999999999992
mp-771131,data_raw/mp-771131.cif,0.0
mp-863367,data_raw/mp-863367.cif,0.49059999999999904
mp-1147748,data_raw/mp-1147748.cif,0.0
mp-1181635,data_raw/mp-1181635.cif,0.0
mp-1273854,data_raw/mp-1273854.cif,0.0
mp-1278738,data_raw/mp-1278738.cif,0.0
mp-1383064,data_raw/mp-1383064.cif,0.0
mp-1504764,data_raw/mp-1504764.cif,0.0
mp-19990,data_raw/mp-19990.cif,0.0
mp-22534,data_raw/mp-22534.cif,0.0
mp-1020622,data_raw/mp-1020622.cif,3.168099999999999
mp-1173150,data_raw/mp-1173150.cif,0.0
mp-1205375,data_raw/mp-1205375.cif,0.0
mp-1220387,data_raw/mp-1220387.cif,1.024299999999999
mp-1283849,data_raw/mp-1283849.cif,0.0
mp-2647156,data_raw/mp-2647156.cif,0.0
mp-2647162,data_raw/mp-2647162.cif,0.0
mp-3382,data_raw/mp-3382.cif,3.514599999999999
mp-4419,data_raw/mp-4419.cif,1.5604
mp-4675,data_raw/mp-4675.cif,2.2798
mp-550908,data_raw/mp-550908.cif,3.6763999999999992
mp-754345,data_raw/mp-754345.cif,2.5608
mp-1080782,data_raw/mp-1080782.cif,0.0
mp-1020123,data_raw/mp-1020123.cif,4.6316
mp-1020361,data_raw/mp-1020361.cif,4.7926
mp-1106337,data_raw/mp-1106337.cif,0.0
mp-1188613,data_raw/mp-1188613.cif,0.0
mp-1195746,data_raw/mp-1195746.cif,4.4998000000000005
mp-1196002,data_raw/mp-1196002.cif,4.5845
mp-1271783,data_raw/mp-1271783.cif,3.7996
mp-21723,data_raw/mp-21723.cif,3.1904999999999992
mp-553898,data_raw/mp-553898.cif,2.9339
mp-557189,data_raw/mp-557189.cif,5.7828
mp-573051,data_raw/mp-573051.cif,3.009
mp-769144,data_raw/mp-769144.cif,2.281099999999999
mp-776110,data_raw/mp-776110.cif,2.6768
mp-1180211,data_raw/mp-1180211.cif,0.0
mp-1278019,data_raw/mp-1278019.cif,0.0
mp-4853,data_raw/mp-4853.cif,3.724199999999999
mp-1020124,data_raw/mp-1020124.cif,4.8602
mp-1020193,data_raw/mp-1020193.cif,2.9530000000000003
mp-10798,data_raw/mp-10798.cif,2.2784
mp-1105365,data_raw/mp-1105365.cif,3.1418
mp-1105697,data_raw/mp-1105697.cif,3.3642
mp-1105811,data_raw/mp-1105811.cif,1.7979999999999992
mp-1105866,data_raw/mp-1105866.cif,0.099499999999999
mp-1105868,data_raw/mp-1105868.cif,0.09640000000000001
mp-1106094,data_raw/mp-1106094.cif,0.875599999999999
mp-1106304,data_raw/mp-1106304.cif,0.0
mp-1172857,data_raw/mp-1172857.cif,0.0
mp-1178219,data_raw/mp-1178219.cif,2.7983000000000002
mp-1178989,data_raw/mp-1178989.cif,0.0965
mp-1179733,data_raw/mp-1179733.cif,0.0949
mp-1180143,data_raw/mp-1180143.cif,0.15680000000000002
mp-1181528,data_raw/mp-1181528.cif,3.050099999999999
mp-1182197,data_raw/mp-1182197.cif,0.0
mp-1182302,data_raw/mp-1182302.cif,3.273199999999999
mp-1189476,data_raw/mp-1189476.cif,0.0
mp-1189736,data_raw/mp-1189736.cif,0.34040000000000004
mp-1189809,data_raw/mp-1189809.cif,0.5519000000000001
mp-1194603,data_raw/mp-1194603.cif,1.9010999999999991
mp-1195015,data_raw/mp-1195015.cif,0.286099999999999
mp-1195114,data_raw/mp-1195114.cif,3.1596
mp-1196213,data_raw/mp-1196213.cif,3.1296
mp-1196890,data_raw/mp-1196890.cif,1.119899999999999
mp-1198558,data_raw/mp-1198558.cif,0.0
mp-1199261,data_raw/mp-1199261.cif,0.0
mp-1199435,data_raw/mp-1199435.cif,3.8973999999999993
mp-1199561,data_raw/mp-1199561.cif,0.7031000000000001
mp-1199652,data_raw/mp-1199652.cif,0.18879999999999902
mp-1199904,data_raw/mp-1199904.cif,1.517599999999999
mp-1199914,data_raw/mp-1199914.cif,3.3754
mp-1202364,data_raw/mp-1202364.cif,3.099599999999999
mp-1203220,data_raw/mp-1203220.cif,1.0391
mp-1210723,data_raw/mp-1210723.cif,0.0
mp-1213226,data_raw/mp-1213226.cif,5.422300000000001
mp-1259818,data_raw/mp-1259818.cif,1.360799999999999
mp-1272846,data_raw/mp-1272846.cif,0.060700000000000004
mp-1273989,data_raw/mp-1273989.cif,0.0
mp-1288734,data_raw/mp-1288734.cif,0.11410000000000001
mp-1290304,data_raw/mp-1290304.cif,0.0
mp-1340379,data_raw/mp-1340379.cif,0.0
mp-1343054,data_raw/mp-1343054.cif,1.9502000000000002
mp-1347225,data_raw/mp-1347225.cif,1.997199999999999
mp-1378105,data_raw/mp-1378105.cif,0.880799999999999
mp-1435359,data_raw/mp-1435359.cif,0.2606
mp-1545211,data_raw/mp-1545211.cif,0.860399999999999
mp-1545405,data_raw/mp-1545405.cif,1.488499999999999
mp-1643785,data_raw/mp-1643785.cif,0.8961999999999991
mp-17766,data_raw/mp-17766.cif,2.875499999999999
mp-18702,data_raw/mp-18702.cif,2.0232
mp-27556,data_raw/mp-27556.cif,3.3517
mp-2767717,data_raw/mp-2767717.cif,0.261099999999999
mp-27818,data_raw/mp-27818.cif,4.1546
mp-28109,data_raw/mp-28109.cif,3.509899999999999
mp-28290,data_raw/mp-28290.cif,3.019
mp-29164,data_raw/mp-29164.cif,0.3106
mp-29195,data_raw/mp-29195.cif,5.7219999999999995
mp-30937,data_raw/mp-30937.cif,3.066099999999999
mp-31250,data_raw/mp-31250.cif,3.0096
mp-31271,data_raw/mp-31271.cif,3.9411
mp-31302,data_raw/mp-31302.cif,4.1733
mp-3346520,data_raw/mp-3346520.cif,1.2657
mp-3470,data_raw/mp-3470.cif,4.7797
mp-4135,data_raw/mp-4135.cif,5.1118999999999994
mp-4734,data_raw/mp-4734.cif,5.208699999999999
mp-5039,data_raw/mp-5039.cif,5.1269
mp-554137,data_raw/mp-554137.cif,3.788599999999999
mp-554440,data_raw/mp-554440.cif,0.021500000000000002
mp-554874,data_raw/mp-554874.cif,0.0
mp-555390,data_raw/mp-555390.cif,2.444499999999999
mp-556235,data_raw/mp-556235.cif,5.0106
mp-556680,data_raw/mp-556680.cif,3.2188
mp-556711,data_raw/mp-556711.cif,0.7774999999999991
mp-557224,data_raw/mp-557224.cif,2.6045
mp-557795,data_raw/mp-557795.cif,1.4409
mp-557880,data_raw/mp-557880.cif,5.243
mp-557985,data_raw/mp-557985.cif,5.216
mp-557997,data_raw/mp-557997.cif,4.2602
mp-558192,data_raw/mp-558192.cif,5.158
mp-558637,data_raw/mp-558637.cif,1.6662
mp-558696,data_raw/mp-558696.cif,0.0019000000000000002
mp-559051,data_raw/mp-559051.cif,0.0
mp-559203,data_raw/mp-559203.cif,3.4047
mp-559257,data_raw/mp-559257.cif,1.5732
mp-560097,data_raw/mp-560097.cif,3.297499999999999
mp-560560,data_raw/mp-560560.cif,2.8901
mp-561547,data_raw/mp-561547.cif,4.8212
mp-566602,data_raw/mp-566602.cif,1.6926
mp-5733,data_raw/mp-5733.cif,5.1355
mp-607467,data_raw/mp-607467.cif,1.105
mp-616587,data_raw/mp-616587.cif,5.0926
mp-630329,data_raw/mp-630329.cif,3.367199999999999
mp-630949,data_raw/mp-630949.cif,0.0
mp-641917,data_raw/mp-641917.cif,3.3367
mp-642216,data_raw/mp-642216.cif,5.1709
mp-645158,data_raw/mp-645158.cif,0.9889000000000001
mp-649676,data_raw/mp-649676.cif,3.0437
mp-727242,data_raw/mp-727242.cif,0.6705999999999991
mp-753819,data_raw/mp-753819.cif,0.0
mp-753953,data_raw/mp-753953.cif,2.1719
mp-755893,data_raw/mp-755893.cif,0.665299999999999
mp-756419,data_raw/mp-756419.cif,1.2694
mp-760595,data_raw/mp-760595.cif,0.0463
mp-766856,data_raw/mp-766856.cif,0.9459999999999991
mp-768293,data_raw/mp-768293.cif,1.7049999999999992
mp-768396,data_raw/mp-768396.cif,1.819
mp-769322,data_raw/mp-769322.cif,4.9221
mp-769347,data_raw/mp-769347.cif,5.0797
mp-769393,data_raw/mp-769393.cif,1.8154
mp-769404,data_raw/mp-769404.cif,1.836899999999999
mp-770413,data_raw/mp-770413.cif,4.236
mp-771698,data_raw/mp-771698.cif,4.4777000000000005
mp-772192,data_raw/mp-772192.cif,1.7481
mp-775762,data_raw/mp-775762.cif,2.287
mp-775763,data_raw/mp-775763.cif,3.0001
mp-776076,data_raw/mp-776076.cif,4.9408
mp-776172,data_raw/mp-776172.cif,0.35000000000000003
mp-776199,data_raw/mp-776199.cif,3.113099999999999
mp-780411,data_raw/mp-780411.cif,4.468500000000001
mp-780422,data_raw/mp-780422.cif,4.2491
mp-8516,data_raw/mp-8516.cif,3.334699999999999
mp-972117,data_raw/mp-972117.cif,3.6116
mp-974724,data_raw/mp-974724.cif,3.5834
mp-1019544,data_raw/mp-1019544.cif,3.1163
mp-1079111,data_raw/mp-1079111.cif,0.0
mp-1080080,data_raw/mp-1080080.cif,3.519299999999999
mp-1187247,data_raw/mp-1187247.cif,0.0
mp-1206840,data_raw/mp-1206840.cif,0.0
mp-12867,data_raw/mp-12867.cif,1.5550000000000002
mp-20991,data_raw/mp-20991.cif,0.027299999999999002
mp-2939,data_raw/mp-2939.cif,0.0
mp-3387,data_raw/mp-3387.cif,3.6891
mp-3442,data_raw/mp-3442.cif,2.2434
mp-3721,data_raw/mp-3721.cif,4.0578
mp-4096,data_raw/mp-4096.cif,0.0
mp-4525,data_raw/mp-4525.cif,0.0
mp-4651,data_raw/mp-4651.cif,1.848799999999999
mp-5076,data_raw/mp-5076.cif,3.5667
mp-551830,data_raw/mp-551830.cif,1.786999999999999
mp-33753,data_raw/mp-33753.cif,2.9434
mp-626182,data_raw/mp-626182.cif,1.416
mp-5073,data_raw/mp-5073.cif,3.248199999999999
mp-557704,data_raw/mp-557704.cif,2.8695
mp-561851,data_raw/mp-561851.cif,3.2965
mp-614951,data_raw/mp-614951.cif,3.1337
mp-1180505,data_raw/mp-1180505.cif,0.622699999999999
mp-1200675,data_raw/mp-1200675.cif,2.8533
mp-1223446,data_raw/mp-1223446.cif,2.529499999999999
mp-1226283,data_raw/mp-1226283.cif,0.8863000000000001
mp-1226313,data_raw/mp-1226313.cif,0.0
mp-1272388,data_raw/mp-1272388.cif,0.0
mp-1273627,data_raw/mp-1273627.cif,0.037200000000000004
mp-1303831,data_raw/mp-1303831.cif,0.229499999999999
mp-548231,data_raw/mp-548231.cif,0.0
mp-654759,data_raw/mp-654759.cif,1.1601
mp-655631,data_raw/mp-655631.cif,1.7789000000000001
mp-755478,data_raw/mp-755478.cif,0.766999999999999
mp-998527,data_raw/mp-998527.cif,0.0
mp-1020623,data_raw/mp-1020623.cif,3.5938
mp-1078295,data_raw/mp-1078295.cif,3.837399999999999
mp-1078377,data_raw/mp-1078377.cif,3.684
mp-1078458,data_raw/mp-1078458.cif,0.0
mp-1101375,data_raw/mp-1101375.cif,0.0
mp-1101383,data_raw/mp-1101383.cif,2.1479
mp-1101394,data_raw/mp-1101394.cif,2.5993999999999993
mp-1176440,data_raw/mp-1176440.cif,0.0
mp-1176491,data_raw/mp-1176491.cif,2.5629
mp-1178420,data_raw/mp-1178420.cif,0.0
mp-1178424,data_raw/mp-1178424.cif,0.0
mp-1178549,data_raw/mp-1178549.cif,1.569
mp-1178556,data_raw/mp-1178556.cif,0.0
mp-1178563,data_raw/mp-1178563.cif,0.2921
mp-1178576,data_raw/mp-1178576.cif,2.5603
mp-1178577,data_raw/mp-1178577.cif,2.1792
mp-1178579,data_raw/mp-1178579.cif,0.13490000000000002
mp-1288145,data_raw/mp-1288145.cif,0.9497000000000001
mp-13641,data_raw/mp-13641.cif,2.9057
mp-14142,data_raw/mp-14142.cif,3.106999999999999
mp-14628,data_raw/mp-14628.cif,1.3215
mp-18634,data_raw/mp-18634.cif,3.0449
mp-18732,data_raw/mp-18732.cif,0.0
mp-19082,data_raw/mp-19082.cif,2.004899999999999
mp-19331,data_raw/mp-19331.cif,0.0
mp-19417,data_raw/mp-19417.cif,2.7436
mp-19424,data_raw/mp-19424.cif,0.0
mp-20569,data_raw/mp-20569.cif,0.877599999999999
mp-20641,data_raw/mp-20641.cif,0.0
mp-20798,data_raw/mp-20798.cif,1.6731999999999991
mp-23054,data_raw/mp-23054.cif,1.096399999999999
mp-23482,data_raw/mp-23482.cif,0.0
mp-23548,data_raw/mp-23548.cif,0.0
mp-2647004,data_raw/mp-2647004.cif,0.0
mp-2754394,data_raw/mp-2754394.cif,0.0
mp-30058,data_raw/mp-30058.cif,2.4362
mp-3759,data_raw/mp-3759.cif,3.633899999999999
mp-3771,data_raw/mp-3771.cif,3.529499999999999
mp-4190,data_raw/mp-4190.cif,2.937899999999999
mp-4482,data_raw/mp-4482.cif,2.7012
mp-504580,data_raw/mp-504580.cif,0.658999999999999
mp-540655,data_raw/mp-540655.cif,2.7701000000000002
mp-545999,data_raw/mp-545999.cif,0.133299999999999
mp-547792,data_raw/mp-547792.cif,2.6808
mp-554699,data_raw/mp-554699.cif,2.7131
mp-556982,data_raw/mp-556982.cif,0.0
mp-560522,data_raw/mp-560522.cif,3.339
mp-5924,data_raw/mp-5924.cif,5.7928
mp-753164,data_raw/mp-753164.cif,3.5867
mp-753992,data_raw/mp-753992.cif,0.0
mp-754152,data_raw/mp-754152.cif,2.476099999999999
mp-754229,data_raw/mp-754229.cif,0.0
mp-754246,data_raw/mp-754246.cif,1.1086
mp-754300,data_raw/mp-754300.cif,2.4719
mp-754318,data_raw/mp-754318.cif,1.7946
mp-754329,data_raw/mp-754329.cif,0.9762000000000001
mp-754508,data_raw/mp-754508.cif,0.0
mp-754636,data_raw/mp-754636.cif,2.47
